主题标签,科技关联层级,报告ID,发布日期,观察窗,报告名称,资料角色,本地原始资产,本地文本,官方落地页,本地状态
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-RES0220230004,2023-01-25,W3,과학기술외교·국제협력 스코어보드 및 성과평가체계기반 구축 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220230004&rpt_tp=831-002,官方目录元数据，附件未列入本批
技术安全、供应链与国际合作,科技创新政策与能力基线,C-KISTEP-RES0220230004,2023-01-25,W3,과학기술외교·국제협력 스코어보드 및 성과평가체계기반 구축 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220230004&rpt_tp=831-002,官方目录元数据，附件未列入本批
人工智能、数据与数字技术,核心科技直接材料,C-KISTEP-PRG0720230008,2023-01-27,W3,국가연구개발사업(과제) 추천 알고리즘 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720230008&rpt_tp=831-007,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,核心科技直接材料,C-KISTEP-PRG0720230008,2023-01-27,W3,국가연구개발사업(과제) 추천 알고리즘 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720230008&rpt_tp=831-007,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,核心科技直接材料,C-KISTEP-RES0220230013,2023-01-27,W3,2022년도 예비타당성조사 보고서 차세대 발사체 개발사업,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220230013&rpt_tp=831-003,官方目录元数据，附件未列入本批
航天、核能与大型技术系统,核心科技直接材料,C-KISTEP-RES0220230013,2023-01-27,W3,2022년도 예비타당성조사 보고서 차세대 발사체 개발사업,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220230013&rpt_tp=831-003,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-RES0220230015,2023-01-30,W3,국가연구개발사업 특정평가 체계화 방안 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220230015&rpt_tp=831-001,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-RES0220230017,2023-01-30,W3,2023년 국가 과학기술혁신 및 R&D 발전전략을 위한 ‘KISTEP Think 2023’ 핵심 아젠다 발굴 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220230017&rpt_tp=831-002,官方目录元数据，附件未列入本批
产业创新、创业与区域体系,科技创新政策与能力基线,C-KISTEP-RES0220230017,2023-01-30,W3,2023년 국가 과학기술혁신 및 R&D 발전전략을 위한 ‘KISTEP Think 2023’ 핵심 아젠다 발굴 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220230017&rpt_tp=831-002,官方目录元数据，附件未列入本批
能源、气候与绿色转型,科技创新政策与能力基线,C-KISTEP-PRG0720230006,2023-01-31,W3,태양광 분야의 탄소중립 기술혁신 전략로드맵 수립 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720230006&rpt_tp=831-007,官方目录元数据，附件未列入本批
产业创新、创业与区域体系,科技创新政策与能力基线,C-KISTEP-PRG0720230006,2023-01-31,W3,태양광 분야의 탄소중립 기술혁신 전략로드맵 수립 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720230006&rpt_tp=831-007,官方目录元数据，附件未列入本批
半导体、量子与战略技术,核心科技直接材料,C-KISTEP-PRG0720230007,2023-01-31,W3,국가전략기술 프로젝트 운영지침(안) 수립에 관한 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720230007&rpt_tp=831-007,官方目录元数据，附件未列入本批
能源、气候与绿色转型,核心科技直接材料,C-KISTEP-PRG0720230007,2023-01-31,W3,국가전략기술 프로젝트 운영지침(안) 수립에 관한 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720230007&rpt_tp=831-007,官方目录元数据，附件未列入本批
航天、核能与大型技术系统,核心科技直接材料,C-KISTEP-PRG0720230007,2023-01-31,W3,국가전략기술 프로젝트 운영지침(안) 수립에 관한 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720230007&rpt_tp=831-007,官方目录元数据，附件未列入本批
产业创新、创业与区域体系,科技创新政策与能力基线,C-KISTEP-RES0220230003,2023-02-01,W3,근거기반 과학기술협력 아젠다 발굴 방법론 및 실증 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220230003&rpt_tp=831-002,官方目录元数据，附件未列入本批
技术安全、供应链与国际合作,科技创新政策与能力基线,C-KISTEP-RES0220230003,2023-02-01,W3,근거기반 과학기술협력 아젠다 발굴 방법론 및 실증 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220230003&rpt_tp=831-002,官方目录元数据，附件未列入本批
产业创新、创业与区域体系,科技创新政策与能力基线,C-KISTEP-RES0220230011,2023-02-01,W3,과학기술혁신정책 글로벌 역량 및 전문성 강화 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220230011&rpt_tp=831-004,官方目录元数据，附件未列入本批
半导体、量子与战略技术,核心科技直接材料,C-KISTEP-RES0220230012,2023-02-01,W3,미·중 기술패권 경쟁시대 대응을 위한  과학기술외교 방향 탐색 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220230012&rpt_tp=831-002,官方目录元数据，附件未列入本批
技术安全、供应链与国际合作,核心科技直接材料,C-KISTEP-RES0220230012,2023-02-01,W3,미·중 기술패권 경쟁시대 대응을 위한  과학기술외교 방향 탐색 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220230012&rpt_tp=831-002,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-RES0220230016,2023-02-01,W3,2022년 국가과학기술표준분류체계의 개선 및 활용기반 구축,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220230016&rpt_tp=831-006,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-RES0220230022,2023-02-06,W3,2022년도 글로벌 R&D 투자동향 분석,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220230022&rpt_tp=831-005,官方目录元数据，附件未列入本批
产业创新、创业与区域体系,科技创新政策与能力基线,C-KISTEP-RES0220220156,2023-02-07,W3,국방R&D 효과성 제고를 위한 예산체계 개선방안 연구 -국방기술개발 및 전력지원체계 사업을 중심으로 -,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220156&rpt_tp=831-005,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-RES0220230014,2023-02-08,W3,연구지원 체계평가 운영에 관한 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220230014&rpt_tp=831-001,官方目录元数据，附件未列入本批
半导体、量子与战略技术,核心科技直接材料,C-KISTEP-RES0220230023,2023-02-08,W3,2022년 KISTEP 이슈페이퍼 및 정책브리프,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220230023&rpt_tp=831-002,官方目录元数据，附件未列入本批
产业创新、创业与区域体系,核心科技直接材料,C-KISTEP-RES0220230023,2023-02-08,W3,2022년 KISTEP 이슈페이퍼 및 정책브리프,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220230023&rpt_tp=831-002,官方目录元数据，附件未列入本批
能源、气候与绿色转型,核心科技直接材料,C-KISTEP-RES0220230027,2023-02-08,W3,미래폐기물 자원순환 생태계 활성화를 위한 정부지원 방안 : 전기차 사용후 배터리를 중심으로,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220230027&rpt_tp=831-005,官方目录元数据，附件未列入本批
科技前瞻与未来社会,核心科技直接材料,C-KISTEP-RES0220230027,2023-02-08,W3,미래폐기물 자원순환 생태계 활성화를 위한 정부지원 방안 : 전기차 사용후 배터리를 중심으로,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220230027&rpt_tp=831-005,官方目录元数据，附件未列入本批
人工智能、数据与数字技术,核心科技直接材料,C-KISTEP-RES0220230028,2023-02-08,W3,2022년 개방형 포럼 방식을 활용한 과학기술 이슈 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220230028&rpt_tp=831-005,官方目录元数据，附件未列入本批
产业创新、创业与区域体系,核心科技直接材料,C-KISTEP-RES0220230028,2023-02-08,W3,2022년 개방형 포럼 방식을 활용한 과학기술 이슈 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220230028&rpt_tp=831-005,官方目录元数据，附件未列入本批
科技人才、大学与知识流动,科技创新政策与能力基线,C-KISTEP-RES0220230009,2023-02-09,W3,학생인건비통합관리제 기획 및 운영,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220230009&rpt_tp=831-001,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-RES0220230029,2023-02-09,W3,2022년도 국가연구개발사업 상위평가 보고서(중간평가),机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220230029&rpt_tp=831-001,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-RES0220230020,2023-02-10,W3,2022년 과학기술정책의 과학화 기반구축 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220230020&rpt_tp=831-001,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-RES0220230025,2023-02-13,W3,연구개발지원단 육성지원사업(정책컨설팅) 최종보고서,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220230025&rpt_tp=831-002,官方目录元数据，附件未列入本批
产业创新、创业与区域体系,科技创新政策与能力基线,C-KISTEP-RES0220230025,2023-02-13,W3,연구개발지원단 육성지원사업(정책컨설팅) 최종보고서,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220230025&rpt_tp=831-002,官方目录元数据，附件未列入本批
产业创新、创业与区域体系,科技创新政策与能力基线,C-KISTEP-RES0220230031,2023-02-13,W3,지역 성장잠재력 확충을 위한 지역과학기술혁신역량 고도화 방안 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220230031&rpt_tp=831-002,官方目录元数据，附件未列入本批
生命科学、生物技术与健康,核心科技直接材料,C-KISTEP-RES0220230032,2023-02-13,W3,바이오헬스 산업의 주력산업화를 위한 생태계 구축,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220230032&rpt_tp=831-005,官方目录元数据，附件未列入本批
产业创新、创业与区域体系,核心科技直接材料,C-KISTEP-RES0220230032,2023-02-13,W3,바이오헬스 산업의 주력산업화를 위한 생태계 구축,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220230032&rpt_tp=831-005,官方目录元数据，附件未列入本批
人工智能、数据与数字技术,核心科技直接材料,C-KISTEP-RES0220230034,2023-02-15,W3,2021년도 하반기 국가연구개발사업 특정평가(빅데이터 분야),机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220230034&rpt_tp=831-001,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,核心科技直接材料,C-KISTEP-RES0220230034,2023-02-15,W3,2021년도 하반기 국가연구개발사업 특정평가(빅데이터 분야),机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220230034&rpt_tp=831-001,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-RES0220230030,2023-02-16,W3,2022년 R&D사업 예비타당성조사 일관성 제고를 위한 조사 체계 개선 방향 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220230030&rpt_tp=831-003,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-RES0220230033,2023-02-16,W3,2022년 기술영향평가,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220230033&rpt_tp=831-006,官方目录元数据，附件未列入本批
科技前瞻与未来社会,科技创新政策与能力基线,C-KISTEP-RES0220230033,2023-02-16,W3,2022년 기술영향평가,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220230033&rpt_tp=831-006,官方目录元数据，附件未列入本批
科技创新政策与研究体系,科技创新政策与能力基线,C-KISTEP-RES0220230024,2023-02-20,W3,2022 과학기술통계백서,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220230024&rpt_tp=831-001,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-RES0220230026,2023-02-20,W3,2022년도 과학기술분야 출연연구기관 상위평가 보고서,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220230026&rpt_tp=831-001,官方目录元数据，附件未列入本批
科技人才、大学与知识流动,科技创新政策与能力基线,C-KISTEP-RES0220230036,2023-02-20,W3,2022년 과학기술혁신정책 스코어보드 개발 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220230036&rpt_tp=831-002,官方目录元数据，附件未列入本批
产业创新、创业与区域体系,科技创新政策与能力基线,C-KISTEP-RES0220230036,2023-02-20,W3,2022년 과학기술혁신정책 스코어보드 개발 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220230036&rpt_tp=831-002,官方目录元数据，附件未列入本批
