报告ID,官方记录ID,官方分类代码,韩文报告类型,发布日期,观察窗,韩文题名,作者,官方关键词,语言,资料角色,科技关联层级,主题标签,下载优先级,官方落地页,官方附件,本地原始资产,本地文本,本地切片,字节数,SHA256,PDF页数,提取文本字符数,文本质量,本地状态,错误,获取日期
C-KISTEP-RES0220200041,RES0220200041,831-001,조사평가,2020-02-04,W2,연구혁신데이터 구조 및 연계분석을 통한 정책의사결정 활용도 제고방안 연구,이윤빈(혁신정보분석센터)," 연구혁신정책, 데이터, 의사결정, 통계, 마이크로 데이터",韩文,机构正式研究,核心科技直接材料,人工智能、数据与数字技术；产业创新、创业与区域体系,P0-core-tech,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220200041&rpt_tp=831-001,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220200041&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220200028,RES0220200028,831-002,정책기획,2020-02-05,W2,2019년 과학기술 기획·조정·평가 국제 네트워크 구축 연구,김진하(국제협력팀),"국제협력, 글로벌, 네트워크, 과학기술혁신, 개도국",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价；产业创新、创业与区域体系；技术安全、供应链与国际合作,P1-global-STI,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220200028&rpt_tp=831-002,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220200028&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220200034,RES0220200034,831-005,사업조정,2020-02-05,W2,2019년 기술혁신 아젠다 발굴 및 R&D 투자전략 수립 연구,이길우(성장동력사업센터),"기획역량, 예산배분, 투자전략, 과학기술, 정책 제안",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价；产业创新、创业与区域体系,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220200034&rpt_tp=831-005,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220200034&seq=res_0026P@3,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220200046,RES0220200046,831-001,조사평가,2020-02-05,W2,2019 과학기술통계백서,이윤빈(혁신정보분석센터),"과학기술, 통계, 지표, 백서, 추세",韩文,机构正式研究,科技创新政策与能力基线,科技创新政策与研究体系,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220200046&rpt_tp=831-001,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220200046&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220200047,RES0220200047,831-001,조사평가,2020-02-05,W2,2019년 지역 과학기술혁신역량평가,"이윤빈, 박정일(혁신정보분석센터)","복합지수, 지역, 혁신역량, 평가, 현황판",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价；产业创新、创业与区域体系,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220200047&rpt_tp=831-001,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220200047&seq=res_0026P@3,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220200049,RES0220200049,831-005,사업조정,2020-02-07,W2,바이오·의료분야 지능형 연구개발정보데이터 분석시스템의 예산배분·조정 활용기법 연구,유거송(생명기초사업센터),"기계학습, 워드임베딩, 연구개발동향분석, 주제군집화, 데이터사이언스",韩文,机构正式研究,核心科技直接材料,人工智能、数据与数字技术；生命科学、生物技术与健康；科研体系、研发投入与评价,P0-core-tech,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220200049&rpt_tp=831-005,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220200049&seq=res_0026P@1,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220200056,RES0220200056,831-005,사업조정,2020-02-07,W2,공공기관 R&D 투자권고 제도의 실효성 분석 연구,송화연(투자기획조정팀),"공공기관, R&D투자, 권고안, 실효성, 정책제언",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220200056&rpt_tp=831-005,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220200056&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220200011,RES0220200011,831-006,미래예측,2020-02-10,W2,2019년 기술수준평가 -기술수준평가 방법론 개선 연구,안지현(기술예측센터),"기술수준평가, 국가전략기술, 델파이 설문조사, 정량적 분석, 특허 분석",韩文,机构正式研究,核心科技直接材料,半导体、量子与战略技术；科研体系、研发投入与评价,P0-core-tech,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220200011&rpt_tp=831-006,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220200011&seq=res_0026P@4,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220200024,RES0220200024,831-001,조사평가,2020-02-10,W2,2018년도 연구개발활동조사보고서,정민우(NTIS팀),"연구개발비, 연구인력, 공공부문 연구개발, 민간부문 연구개발, 통계",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价；科技人才、大学与知识流动,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220200024&rpt_tp=831-001,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220200024&seq=res_0026P@4,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220200042,RES0220200042,831-002,정책기획,2020-02-10,W2,2019년 과학기술기반 사회혁신 스코어보드 구축 및 발간 연구,용태석(사회혁신정책센터),"사회혁신, 과학기술, 스코어보드, 지표",韩文,机构正式研究,科技创新政策与能力基线,产业创新、创业与区域体系,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220200042&rpt_tp=831-002,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220200042&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220200045,RES0220200045,831-005,사업조정,2020-02-10,W2,지방대학 연구역량 강화를 위한 정부 대학지원 R&D 사업 개선방안 연구,박석종(R&D예산정책센터),"대학 R&D 지원, 지방 대학, R&D사업 효과, 대학 R&D 역량",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价；科技人才、大学与知识流动,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220200045&rpt_tp=831-005,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220200045&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220200050,RES0220200050,831-002,정책기획,2020-02-10,W2,2019년 지역과학기술산업 스코어보드 구축 및 발간 연구,"이윤빈, 박정일(혁신정보분석센터)","복합지수, 지역, 혁신역량, 평가, 현황판",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价；产业创新、创业与区域体系,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220200050&rpt_tp=831-002,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220200050&seq=res_0026P@4,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220200051,RES0220200051,831-004,성과확산,2020-02-10,W2,과학기술정책 저널 발간을 통한 KISTEP 전문성 강화 연구,유나리(국제협력팀),"과학기술, 정책, 글로벌, 네트워크, 발간",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价,P1-global-STI,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220200051&rpt_tp=831-004,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220200051&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220200053,RES0220200053,831-002,정책기획,2020-02-10,W2,한국형 국가기술혁신체계(NIS) 진단 및 구축방안 연구(I),"이장재, 안승구(혁신전략연구소)","국가기술혁신체계, 기술혁신, 기술혁신 전략, 연구개발 지원 체계, 한국형 국가기술 혁신체계",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价；产业创新、创业与区域体系,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220200053&rpt_tp=831-002,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220200053&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220200054,RES0220200054,831-001,조사평가,2020-02-10,W2,2019년도 국가연구개발사업 상위평가 보고서(종료평가),오현환(R&D평가센터),"종료, 후속, 상위, 자체, 효율성, 최종목표",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220200054&rpt_tp=831-001,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220200054&seq=res_0026P@3,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220200055,RES0220200055,831-001,조사평가,2020-02-10,W2,선도형 R&D에 적합한 R&D평가제도 개선방안 연구,정지훈(R&D평가센터),"사업평가,기관평가,과제평가,제 4차 국가연구개발 성과평가 기본계획",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220200055&rpt_tp=831-001,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220200055&seq=res_0026P@3,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220200057,RES0220200057,831-002,정책기획,2020-02-10,W2,2019년 민간혁신스코어보드 구축 및 발간 연구,고윤미(과학기술정책센터),"스코어보드, 지표",韩文,机构正式研究,科技创新政策与能力基线,产业创新、创业与区域体系,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220200057&rpt_tp=831-002,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220200057&seq=res_0026P@4,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220200058,RES0220200058,831-006,미래예측,2020-02-10,W2,제6회 과학기술예측조사를 위한 사전기획 연구,정의진(기술예측센터),"제6회 과학기술예측조사, 기술예측, 사전기획, 미래기술, 트렌드 분석",韩文,机构正式研究,科技创新政策与能力基线,科技前瞻与未来社会,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220200058&rpt_tp=831-006,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220200058&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220200062,RES0220200062,831-002,정책기획,2020-02-10,W2,국방R&D 진단과 한국형 DARPA 추진방안 연구 (I),"황지호, 손석호(혁신전략연구소)","국방 연구개발,기술혁신,진화적 획득,한국형 DARPA,최첨단 연구개발",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价；产业创新、创业与区域体系,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220200062&rpt_tp=831-002,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220200062&seq=res_0026P@6,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220200063,RES0220200063,831-004,성과확산,2020-02-10,W2,연구개발투자의 파급효과와 성과평가체계 종합분석 연구(Ⅰ),류영수(혁신전략연구소),"연구개발, 투자, 파급효과, 평가체계, 종합분석",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220200063&rpt_tp=831-004,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220200063&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220200064,RES0220200064,831-001,조사평가,2020-02-10,W2,2019년도 과학기술정보통신부 직할 출연(연) 평가- 기관평가 및 평가제도개선에 관한 연구,김선교(기관평가팀)," 국가평가체제, 정부출연연구기관, 성과지표, 기관평가",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220200064&rpt_tp=831-001,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220200064&seq=res_0026P@10,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220200048,RES0220200048,831-001,조사평가,2020-02-11,W2,2020년 국가 과학기술혁신역량평가 연구,김선경(혁신정보분석센터),"혁신역량, 과학기술, 복합지표",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价；产业创新、创业与区域体系,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220200048&rpt_tp=831-001,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220200048&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220200052,RES0220200052,831-004,성과확산,2020-02-11,W2,국가연구개발 성과 관리·활용체계 고도화 방안 연구,이종선(성과확산센터),"연구성과, 성과관리활용, 전담기관",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220200052&rpt_tp=831-004,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220200052&seq=res_0026P@3,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-PRG0720210020,PRG0720210020,831-007,위탁/협동/공동연구보고서,2020-02-14,W2,과기정통부 기관평가 제도 개편에 따른 평가 적용 방안 연구,박상욱(서울대학교 산학협력단),,韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720210020&rpt_tp=831-007,https://www.kistep.re.kr/reportDownload.es?rpt_no=PRG0720210020&seq=prg_0071P@4,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220200061,RES0220200061,831-002,정책기획,2020-02-14,W2,고령사회의 과기인력 확보 방안 연구: 잠재인력의 활용을 중심으로,주혜정(인재정책센터),"과학기술 인력, 인구 고령화, 여성 인재, 해외 인재, 평생교육",韩文,机构正式研究,科技创新政策与能力基线,科技人才、大学与知识流动,P1-global-STI,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220200061&rpt_tp=831-002,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220200061&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220200067,RES0220200067,831-001,조사평가,2020-02-14,W2,2019년도 예비타당성조사 요구 국가연구개발사업 예타 대상선정(기술성평가),오현환(R&D평가센터),"국가연구개발사업, 기술성평가, 예비타당성조사",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220200067&rpt_tp=831-001,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220200067&seq=res_0026P@5,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
